0101;Cavalos, asininos e muares, vivos.
0102;Animais vivos da espécie bovina.
0103;Animais vivos da espécie suína.
0104;Animais vivos das espécies ovina e caprina.
0105;Aves da espécie <I>Gallus domesticus</I>, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos.
0106;Outros animais vivos.
0201;Carnes de animais da espécie bovina, frescas ou refrigeradas.
0202;Carnes de animais da espécie bovina, congeladas.
0203;Carnes de animais da espécie suína, frescas, refrigeradas ou congeladas.
0204;Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas.
02050000;Carnes de animais das espécies cavalar, asinina e muar, frescas, refrigeradas ou congeladas.
0206;Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas.
0207;Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05.
0208;Outras carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas.
0209;Toucinho sem partes magras, gorduras de porco e de aves, não fundidas nem extraídas de outro modo, frescos, refrigerados, congelados, salgados ou em salmoura, secos ou defumados (fumados).
0210;Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas.
0301;Peixes vivos.
0302;Peixes frescos ou refrigerados, exceto os filés (filetes*) de peixes e outra carne de peixes da posição 03.04.
0303;Peixes congelados, exceto os filés (filetes*) de peixes e outra carne de peixes da posição 03.04.
0304;Filés (Filetes*) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados.
0305;Peixes secos, salgados ou em salmoura; peixes defumados (fumados), mesmo cozidos antes ou durante a defumação; farinhas, pós e <I>pellets</I>, de peixe, próprios para alimentação humana.
0306;Crustáceos, mesmo com casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crustáceos, mesmo com casca, defumados (fumados), mesmo cozidos antes ou durante a defumação; crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pós e <I>pellets</I> de crustáceos, próprios para alimentação humana.
0307;Moluscos, mesmo com concha, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; moluscos, mesmo com concha, defumados (fumados), mesmo cozidos antes ou durante a defumação; farinhas, pós e <I>pellets</I> de moluscos, próprios para alimentação humana.
0308;Invertebrados aquáticos, exceto crustáceos e moluscos, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; invertebrados aquáticos, exceto crustáceos e moluscos, defumados (fumados), mesmo cozidos antes ou durante a defumação; farinhas, pós e <I>pellets</I> de invertebrados aquáticos, exceto crustáceos e moluscos, próprios para alimentação humana.
0401;Leite e creme de leite (nata*), não concentrados nem adicionados de açúcar ou de outros edulcorantes.
0402;Leite e creme de leite (nata*), concentrados ou adicionados de açúcar ou de outros edulcorantes.
0403;Leitelho, leite e creme de leite (nata*) coalhados, iogurte, quefir e outros leites e cremes de leite (natas*) fermentados ou acidificados, mesmo concentrados ou adicionados de açúcar ou de outros edulcorantes, ou aromatizados ou adicionados de fruta ou de cacau.
0404;Soro de leite, mesmo concentrado ou adicionado de açúcar ou de outros edulcorantes; produtos constituídos por componentes naturais do leite, mesmo adicionados de açúcar ou de outros edulcorantes, não especificados nem compreendidos noutras posições.
0405;Manteiga e outras matérias gordas provenientes do leite; pasta de espalhar (barrar) de produtos provenientes do leite.
0406;Queijos e requeijão.
0407;Ovos de aves, com casca, frescos, conservados ou cozidos.
0408;Ovos de aves, sem casca, e gemas de ovos, frescos, secos, cozidos em água ou vapor, moldados, congelados ou conservados de outro modo, mesmo adicionados de açúcar ou de outros edulcorantes.
04090000;Mel natural.
04100000;Produtos comestíveis de origem animal, não especificados nem compreendidos noutras posições.
05010000;Cabelo em bruto, mesmo lavado ou desengordurado; desperdícios de cabelo.
0502;Cerdas de porco ou de javali; pelos de texugo e outros pelos para escovas, pincéis e artigos semelhantes; desperdícios destas cerdas e pelos.
050400;Tripas, bexigas e estômagos, de animais, inteiros ou em pedaços, exceto de peixes, frescos, refrigerados, congelados, salgados ou em salmoura, secos ou defumados (fumados).
0505;Peles e outras partes de aves, com as suas penas ou penugem, penas e partes de penas (mesmo aparadas), penugem, em bruto ou simplesmente limpas, desinfetadas ou preparadas tendo em vista a sua conservação; pós e desperdícios de penas ou de partes de penas.
0506;Ossos e núcleos córneos, em bruto, desengordurados ou simplesmente preparados (mas não cortados sob forma determinada), acidulados ou degelatinados; pós e desperdícios destas matérias.
0507;Marfim, carapaças de tartaruga, barbas, incluindo as franjas, de baleia ou de outros mamíferos marinhos, chifres, galhadas, cascos, unhas, garras e bicos, em bruto ou simplesmente preparados, mas não cortados em forma determinada; pós e desperdícios destas matérias.
05080000;Coral e matérias semelhantes, em bruto ou simplesmente preparados, mas não trabalhados de outro modo; conchas e carapaças de moluscos, crustáceos ou de equinodermes e ossos de sépias (chocos*) (chocos, chopos*), em bruto ou simplesmente preparados, mas não cortados em forma determinada, seus pós e desperdícios.
051000;Âmbar-cinzento, castóreo, algália e almíscar; cantáridas; bílis, mesmo seca; glândulas e outras substâncias de origem animal utilizadas na preparação de produtos farmacêuticos, frescas, refrigeradas, congeladas ou provisoriamente conservadas de outro modo.
0511;Produtos de origem animal, não especificados nem compreendidos noutras posições; animais mortos dos Capítulos 1 ou 3, impróprios para alimentação humana.
0601;Bulbos, tubérculos, raízes tuberosas, rebentos e rizomas, em repouso vegetativo, em vegetação ou em flor; mudas, plantas e raízes de chicória, exceto as raízes da posição 12.12.
0602;Outras plantas vivas (incluindo as suas raízes), estacas e enxertos; micélios de cogumelos.
0603;Flores e botões de flores, cortados, para buquês (ramos*) ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo.
0604;Folhagem, folhas, ramos e outras partes de plantas, sem flores nem botões de flores, e ervas, musgos e líquenes, para buquês (ramos de flores*) ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo.
0701;Batatas, frescas ou refrigeradas.
07020000;Tomates, frescos ou refrigerados.
0703;Cebolas, chalotas, alhos, alhos-porros e outros produtos hortícolas aliáceos, frescos ou refrigerados.
0704;Couves, couve-flor, repolho ou couve frisada, couve-rábano e produtos comestíveis semelhantes do gênero <I>Brassica</I>, frescos ou refrigerados.
0705;Alface (<I>Lactuca sativa</I>) e chicórias (<I>Cichorium</I> spp.), frescas ou refrigeradas.
0706;Cenouras, nabos, beterrabas para salada, cercefi, aipo-rábano, rabanetes e raízes comestíveis semelhantes, frescos ou refrigerados.
07070000;Pepinos e pepininhos (<I>cornichons</I>), frescos ou refrigerados.
0708;Legumes de vagem, mesmo com vagem, frescos ou refrigerados.
0709;Outros produtos hortícolas, frescos ou refrigerados.
0710;Produtos hortícolas, não cozidos ou cozidos em água ou vapor, congelados.
0711;Produtos hortícolas conservados transitoriamente (por exemplo, com gás sulfuroso ou água salgada, sulfurada ou adicionada de outras substâncias destinadas a assegurar transitoriamente a sua conservação), mas impróprios para alimentação nesse estado.
0712;Produtos hortícolas secos, mesmo cortados em pedaços ou fatias, ou ainda triturados ou em pó, mas sem qualquer outro preparo.
0713;Legumes de vagem, secos, em grão, mesmo pelados ou partidos.
0714;Raízes de mandioca, de araruta e de salepo, tupinambos, batatas-doces e raízes ou tubérculos semelhantes, com elevado teor de fécula ou de inulina, frescos, refrigerados, congelados ou secos, mesmo cortados em pedaços ou em <I>pellets</I>; medula de sagueiro.
0801;Cocos, castanha-do-brasil (castanha-do-pará) e castanha de caju, frescos ou secos, mesmo com casca ou pelados.
0802;Outra fruta de casca rija, fresca ou seca, mesmo com casca ou pelada.
0803;Bananas, incluindo as bananas-da-terra (bananas-pão*) (plátanos*), frescas ou secas.
0804;Tâmaras, figos, abacaxis (ananases), abacates, goiabas, mangas e mangostões, frescos ou secos.
0805;Citros (Citrinos*), frescos ou secos.
0806;Uvas frescas ou secas (passas).
0807;Melões, melancias e mamões (papaias), frescos.
0808;Maçãs, peras e marmelos, frescos.
0809;Damascos, cerejas, pêssegos (incluindo as nectarinas), ameixas e abrunhos, frescos.
0810;Outra fruta fresca.
0811;Fruta, não cozida ou cozida em água ou vapor, congelada, mesmo adicionada de açúcar ou de outros edulcorantes.
0812;Fruta conservada transitoriamente (por exemplo, com gás sulfuroso ou água salgada, sulfurada ou adicionada de outras substâncias destinadas a assegurar transitoriamente a sua conservação), mas imprópria para alimentação nesse estado.
0813;Fruta seca, exceto a das posições 08.01 a 08.06; misturas de fruta seca ou de fruta de casca rija, do presente Capítulo.
08140000;Cascas de citros (citrinos*), de melões ou de melancias, frescas, secas, congeladas ou apresentadas em água salgada, sulfurada ou adicionada de outras substâncias destinadas a assegurar transitoriamente a sua conservação.
0901;Café, mesmo torrado ou descafeinado; cascas e películas de café; sucedâneos do café que contenham café em qualquer proporção.
0902;Chá, mesmo aromatizado.
090300;Mate.
0904;Pimenta do gênero <I>Piper</I>; pimentões e pimentas (pimentos*) do gênero <I>Capsicum</I> ou do gênero <I>Pimenta</I>, secos ou triturados ou em pó.
0905;Baunilha.
0906;Canela e flores de caneleira.
0907;Cravo-da-índia (frutos, flores e pedúnculos).
0908;Noz-moscada, macis, amomos e cardamomos.
0909;Sementes de anis (erva-doce), badiana (anis-estrelado), funcho, coentro, cominho ou alcaravia; bagas de zimbro.
0910;Gengibre, açafrão, cúrcuma, tomilho, louro, caril e outras especiarias.
1001;Trigo e mistura de trigo com centeio (<I>méteil</I>).
1002;Centeio.
1003;Cevada.
1004;Aveia.
1005;Milho.
1006;Arroz.
1007;Sorgo de grão.
1008;Trigo mourisco, painço e alpiste; outros cereais.
110100;Farinhas de trigo ou de mistura de trigo com centeio (<I>méteil</I>).
1102;Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio (<I>méteil</I>).
1103;Grumos, sêmolas e <I>pellets</I>, de cereais.
1104;Grãos de cereais trabalhados de outro modo (por exemplo, descascados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 10.06; germes de cereais, inteiros, esmagados, em flocos ou moídos.
1105;Farinha, sêmola, pó, flocos, grânulos e <I>pellets</I>, de batata.
1106;Farinhas, sêmolas e pós, dos legumes de vagem, secos, da posição 07.13, de sagu ou das raízes ou tubérculos da posição 07.14 e dos produtos do Capítulo 8.
1107;Malte, mesmo torrado.
1108;Amidos e féculas; inulina.
11090000;Glúten de trigo, mesmo seco.
1201;Soja, mesmo triturada.
1202;Amendoins não torrados nem de outro modo cozidos, mesmo descascados ou triturados.
12030000;Copra.
120400;Linhaça (sementes de linho), mesmo triturada.
1205;Sementes de nabo silvestre ou de colza, mesmo trituradas.
120600;Sementes de girassol, mesmo trituradas.
1207;Outras sementes e frutos oleaginosos, mesmo triturados.
1208;Farinhas de sementes ou de frutos oleaginosos, exceto farinha de mostarda.
1209;Sementes, frutos e esporos, para semeadura (sementeira).
1210;Cones de lúpulo, frescos ou secos, mesmo triturados ou moídos ou em <I>pellets</I>; lupulina.
1211;Plantas, partes de plantas, sementes e frutos, das espécies utilizadas principalmente em perfumaria, medicina ou como inseticidas, parasiticidas e semelhantes, frescos, refrigerados, congelados ou secos, mesmo cortados, triturados ou em pó.
1212;Alfarroba, algas, beterraba sacarina e cana-de-açúcar, frescas, refrigeradas, congeladas ou secas, mesmo em pó; caroços e amêndoas de frutos e outros produtos vegetais (incluindo as raízes de chicória não torradas, da variedade <I>Cichorium intybus sativum</I>) utilizados principalmente na alimentação humana, não especificados nem compreendidos noutras posições.
12130000;Palhas e cascas de cereais, em bruto, mesmo picadas, moídas, prensadas ou em <I>pellets</I>.
1214;Rutabagas, beterrabas forrageiras, raízes forrageiras, feno, alfafa (luzerna), trevo, sanfeno, couves forrageiras, tremoço, ervilhaca e produtos forrageiros semelhantes, mesmo em <I>pellets</I>.
1301;Goma-laca; gomas, resinas, gomas-resinas e oleorresinas (bálsamos, por exemplo), naturais.
1302;Sucos e extratos vegetais; matérias pécticas, pectinatos e pectatos; ágar-ágar e outros produtos mucilaginosos e espessantes, derivados dos vegetais, mesmo modificados.
1401;Matérias vegetais das espécies principalmente utilizadas em cestaria ou espartaria (por exemplo, bambus, rotins, canas, juncos, vimes, ráfia, palha de cereais limpa, branqueada ou tingida, casca de tília).
1404;Produtos vegetais não especificados nem compreendidos noutras posições.
1501;Gorduras de porco (incluindo a banha) e gorduras de aves, exceto as das posições 02.09 ou 15.03.
1502;Gorduras de animais das espécies bovina, ovina ou caprina, exceto as da posição 15.03.
15030000;Estearina solar, óleo de banha de porco, óleo-estearina, óleo-margarina e óleo de sebo, não emulsionados nem misturados, nem preparados de outro modo.
1504;Gorduras, óleos e respectivas frações, de peixes ou de mamíferos marinhos, mesmo refinados, mas não quimicamente modificados.
150500;Suarda e substâncias gordas dela derivadas, incluindo a lanolina.
15060000;Outras gorduras e óleos animais, e respectivas frações, mesmo refinados, mas não quimicamente modificados.
1507;Óleo de soja e respectivas frações, mesmo refinados, mas não quimicamente modificados.
1508;Óleo de amendoim e respectivas frações, mesmo refinados, mas não quimicamente modificados.
1509;Azeite de oliva (oliveira) e respectivas frações, mesmo refinados, mas não quimicamente modificados.
15100000;Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09.
1511;Óleo de dendê (palma) e respectivas frações, mesmo refinados, mas não quimicamente modificados.
1512;Óleos de girassol, de cártamo ou de algodão, e respectivas frações, mesmo refinados, mas não quimicamente modificados.
1513;Óleos de coco (copra), de amêndoa de palma (palmiste) (coconote) ou de babaçu, e respectivas frações, mesmo refinados, mas não quimicamente modificados.
1514;Óleos de nabo silvestre, de colza ou de mostarda, e respectivas frações, mesmo refinados, mas não quimicamente modificados.
1515;Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.
1516;Gorduras e óleos animais ou vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo.
1517;Margarina; misturas ou preparações alimentícias de gorduras ou de óleos animais ou vegetais ou de frações das diferentes gorduras ou óleos do presente Capítulo, exceto as gorduras e óleos alimentícios e respectivas frações da posição 15.16.
151800;Gorduras e óleos animais ou vegetais e respectivas frações, cozidos, oxidados, desidratados, sulfurados, aerados (soprados*), estandolizados ou modificados quimicamente por qualquer outro processo, com exclusão dos da posição 15.16; misturas ou preparações não alimentícias, de gorduras ou de óleos animais ou vegetais ou de frações de diferentes gorduras ou óleos do presente Capítulo, não especificadas nem compreendidas noutras posições.
152000;Glicerol em bruto; águas e lixívias, glicéricas.
1521;Ceras vegetais (exceto os triglicéridos), ceras de abelha ou de outros insetos e espermacete, mesmo refinados ou corados.
15220000;<I>Dégras</I>; resíduos provenientes do tratamento das substâncias gordas ou das ceras animais ou vegetais.
16010000;Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.
1602;Outras preparações e conservas de carne, de miudezas ou de sangue.
16030000;Extratos e sucos de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.
1604;Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.
1605;Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.
1701;Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido.
1702;Outros açúcares, incluindo a lactose, maltose, glicose e frutose (levulose), quimicamente puras, no estado sólido; xaropes de açúcares, sem adição de aromatizantes ou de corantes; sucedâneos do mel, mesmo misturados com mel natural; açúcares e melaços caramelizados.
1703;Melaços resultantes da extração ou refinação do açúcar.
1704;Produtos de confeitaria sem cacau (incluindo o chocolate branco).
18010000;Cacau inteiro ou partido, em bruto ou torrado.
18020000;Cascas, películas e outros desperdícios de cacau.
1803;Pasta de cacau, mesmo desengordurada.
18040000;Manteiga, gordura e óleo, de cacau.
18050000;Cacau em pó, sem adição de açúcar ou de outros edulcorantes.
1806;Chocolate e outras preparações alimentícias que contenham cacau.
1901;Extratos de malte; preparações alimentícias de farinhas, grumos, sêmolas, amidos, féculas ou de extratos de malte, que não contenham cacau ou que contenham menos de 40 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições; preparações alimentícias de produtos das posições 04.01 a 04.04, que não contenham cacau ou que contenham menos de 5 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições.
1902;Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado.
19030000;Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.
1904;Produtos à base de cereais, obtidos por expansão ou por torrefação (flocos de milho (<I>corn flakes</I>), por exemplo); cereais (exceto milho) em grãos ou sob a forma de flocos ou de outros grãos trabalhados (com exceção da farinha, do grumo e da sêmola), pré-cozidos ou preparados de outro modo, não especificados nem compreendidos noutras posições.
1905;Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.
2001;Produtos hortícolas, fruta e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético.
2002;Tomates preparados ou conservados, exceto em vinagre ou em ácido acético.
2003;Cogumelos e trufas, preparados ou conservados, exceto em vinagre ou em ácido acético.
2004;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06.
2005;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06.
